id,timestamp,mode,subject,gesture,color_palette,emotion,scene_subtext,class_tension
347,00:05:47,dynamic,waitress,wait,indigo+bronze,serenity,bound by rules,0.13
348,00:05:48,static,philosopher,sigh,copper+sky,joy,time isn’t yours,0.55
349,00:05:49,dynamic,soldier,collapse,white+emerald,tenderness,eyeing invisible lines,0.65
350,00:05:50,static,waitress,laugh,white+emerald,despair,caressing the ordinary,0.14
351,00:05:51,static,hunter,laugh,rose+peach,bliss,the world still soft,0.69
352,00:05:52,dynamic,philosopher,dance,white+emerald,awe,truth in disguise,0.97
353,00:05:53,static,aristocrat,sigh,lavender+ivory,bliss,waiting for permission,0.04
354,00:05:54,dynamic,mother,dance,sepia+black,discomfort,bound by rules,0.35
355,00:05:55,static,bather,wait,gray+navy,tenderness,pretending to care,0.01
356,00:05:56,static,painter,turn,white+emerald,restlessness,the world still soft,0.57
357,00:05:57,static,soldier,step,blue+grey,melancholy,eyeing invisible lines,0.33
358,00:05:58,static,painter,collapse,marble+ash,joy,the world still soft,0.18
359,00:05:59,static,philosopher,gesture,sepia+black,melancholy,spinning under sunlight,0.19
360,00:06:00,static,hunter,smile,yellow+cream,tension,bound by rules,0.11
361,00:06:01,dynamic,mother,collapse,rose+peach,joy,caught in breathless grace,0.49
362,00:06:02,dynamic,dancer,stare,copper+sky,melancholy,caressing the ordinary,0.91
363,00:06:03,dynamic,servant,turn,yellow+cream,fatigue,eternal joy,0.77
364,00:06:04,dynamic,bather,sigh,gold+coral,joy,performing charm,0.86
365,00:06:05,static,philosopher,reach,indigo+bronze,awe,waiting for permission,0.44
366,00:06:06,dynamic,soldier,glance,sepia+black,tenderness,caught in breathless grace,0.98
367,00:06:07,dynamic,lover,sigh,yellow+cream,love,caressing the ordinary,0.65
368,00:06:08,static,painter,dance,rose+peach,fatigue,bound by rules,0.79
369,00:06:09,static,aristocrat,turn,gold+coral,contempt,caught in breathless grace,0.4
370,00:06:10,static,dancer,nod,yellow+cream,awe,beauty hiding decay,0.7
371,00:06:11,dynamic,hunter,step,pink+white,love,performing charm,0.81
372,00:06:12,dynamic,lover,wait,sepia+black,despair,beauty hiding decay,0.53
373,00:06:13,static,lover,wait,lavender+ivory,melancholy,serving without being seen,0.47
374,00:06:14,dynamic,mechanic,dance,yellow+cream,restlessness,caught in breathless grace,0.98
375,00:06:15,dynamic,hunter,stare,marble+ash,tension,bound by rules,0.36
376,00:06:16,dynamic,gardener,dance,gray+navy,tension,eternal joy,0.88
377,00:06:17,static,child,laugh,marble+ash,restlessness,waiting for permission,0.1
378,00:06:18,dynamic,servant,turn,blue+grey,awe,pretending to care,0.62
379,00:06:19,static,child,glance,pink+white,hope,bound by rules,0.23
380,00:06:20,static,mechanic,glance,indigo+bronze,restlessness,serving without being seen,0.57
381,00:06:21,dynamic,painter,smile,marble+ash,awe,performing charm,0.23
382,00:06:22,static,aristocrat,turn,indigo+bronze,love,performing charm,0.31
383,00:06:23,static,lover,dance,blue+grey,fatigue,the world still soft,0.75
384,00:06:24,static,aristocrat,dance,gray+navy,awe,time isn’t yours,0.42
385,00:06:25,dynamic,actor,pause,sepia+black,despair,caught in breathless grace,0.46
386,00:06:26,dynamic,waitress,glance,copper+sky,tension,truth in disguise,0.98
387,00:06:27,static,soldier,pause,yellow+cream,despair,bound by rules,0.27
388,00:06:28,dynamic,waitress,turn,copper+sky,despair,the world still soft,0.73
389,00:06:29,static,philosopher,step,white+emerald,serenity,caught in breathless grace,0.69
390,00:06:30,dynamic,lover,smile,pink+white,tenderness,the world still soft,0.18
391,00:06:31,static,actor,stare,gray+navy,contempt,bound by rules,0.11
392,00:06:32,static,philosopher,sigh,gray+navy,tenderness,performing charm,0.08
393,00:06:33,dynamic,mechanic,kiss,teal+ochre,hope,time isn’t yours,0.97
394,00:06:34,static,aristocrat,smile,yellow+cream,love,performing charm,0.97
395,00:06:35,static,aristocrat,wait,lavender+ivory,hope,bound by rules,0.4
396,00:06:36,dynamic,philosopher,stare,marble+ash,love,caressing the ordinary,0.58
397,00:06:37,dynamic,aristocrat,step,lavender+ivory,serenity,truth in disguise,0.8
398,00:06:38,dynamic,soldier,gesture,pink+white,despair,duty without love,0.69
399,00:06:39,static,mechanic,step,copper+sky,joy,caught in breathless grace,0.19
400,00:06:40,dynamic,dancer,collapse,yellow+cream,tenderness,truth in disguise,0.2
401,00:06:41,dynamic,lover,collapse,blue+grey,joy,truth in disguise,0.78
402,00:06:42,static,actor,laugh,pink+white,tenderness,time isn’t yours,0.7
403,00:06:43,static,gardener,reach,olive+brown,bliss,beauty hiding decay,0.16
404,00:06:44,static,painter,reach,yellow+cream,tenderness,the world still soft,0.01
405,00:06:45,dynamic,aristocrat,stare,gold+coral,melancholy,truth in disguise,0.2
406,00:06:46,static,actor,step,blue+grey,tenderness,caught in breathless grace,0.26
407,00:06:47,static,dancer,glance,yellow+cream,awe,beauty hiding decay,0.31
408,00:06:48,static,gardener,collapse,lavender+ivory,restlessness,the world still soft,0.48
409,00:06:49,static,child,gesture,indigo+bronze,fatigue,eyeing invisible lines,0.06
410,00:06:50,dynamic,gardener,nod,pink+white,discomfort,eternal joy,0.67
411,00:06:51,dynamic,bather,stare,olive+brown,awe,eternal joy,0.72
412,00:06:52,dynamic,mother,wait,gold+coral,awe,serving without being seen,0.62
413,00:06:53,static,lover,kiss,blue+grey,discomfort,the world still soft,0.35
414,00:06:54,static,hunter,stare,pink+white,melancholy,bound by rules,0.8
415,00:06:55,static,philosopher,dance,gray+navy,love,duty without love,0.28
416,00:06:56,static,lover,kiss,indigo+bronze,tension,truth in disguise,0.66
417,00:06:57,dynamic,dancer,pause,gray+navy,discomfort,time isn’t yours,1.0
418,00:06:58,dynamic,lover,gesture,gray+navy,discomfort,the world still soft,0.26
419,00:06:59,dynamic,lover,stare,gray+navy,restlessness,time isn’t yours,0.44
420,00:07:00,dynamic,servant,stare,rose+peach,contempt,waiting for permission,0.34
421,00:07:01,static,bather,stare,gold+coral,fatigue,time isn’t yours,0.84
422,00:07:02,dynamic,mother,glance,marble+ash,serenity,eternal joy,0.33
423,00:07:03,static,mother,dance,copper+sky,serenity,waiting for permission,0.79
424,00:07:04,dynamic,mother,step,indigo+bronze,hope,pretending to care,0.24
425,00:07:05,static,dancer,sigh,pink+white,fatigue,bound by rules,0.51
426,00:07:06,static,mother,turn,olive+brown,contempt,eternal joy,0.3
427,00:07:07,static,hunter,step,yellow+cream,serenity,waiting for permission,0.34
428,00:07:08,dynamic,mechanic,wait,teal+ochre,awe,caressing the ordinary,0.63
429,00:07:09,dynamic,servant,dance,blue+grey,fatigue,performing charm,0.78
430,00:07:10,dynamic,waitress,step,yellow+cream,contempt,pretending to care,0.48
431,00:07:11,dynamic,lover,gesture,copper+sky,love,waiting for permission,0.15
432,00:07:12,static,actor,collapse,rose+peach,tenderness,time isn’t yours,0.67
433,00:07:13,dynamic,servant,pause,marble+ash,awe,caressing the ordinary,0.65
434,00:07:14,static,soldier,turn,pink+white,bliss,time isn’t yours,0.82
435,00:07:15,dynamic,soldier,kiss,teal+ochre,melancholy,bound by rules,0.41
436,00:07:16,static,mechanic,gesture,lavender+ivory,awe,the world still soft,0.27
437,00:07:17,static,servant,nod,gold+coral,awe,time isn’t yours,0.66
438,00:07:18,static,mechanic,smile,yellow+cream,discomfort,eyeing invisible lines,0.5
439,00:07:19,dynamic,dancer,smile,yellow+cream,tension,bound by rules,0.12
440,00:07:20,static,dancer,stare,marble+ash,awe,performing charm,0.22
441,00:07:21,dynamic,hunter,reach,indigo+bronze,awe,beauty hiding decay,0.26
442,00:07:22,static,soldier,sigh,teal+ochre,discomfort,performing charm,0.96
443,00:07:23,dynamic,mother,nod,indigo+bronze,tenderness,bound by rules,0.09
444,00:07:24,dynamic,servant,nod,sepia+black,resentment,bound by rules,0.35
445,00:07:25,static,philosopher,wait,gold+coral,despair,eyeing invisible lines,0.64
446,00:07:26,static,child,nod,marble+ash,contempt,the world still soft,0.38
447,00:07:27,dynamic,child,laugh,white+emerald,serenity,performing charm,0.3
448,00:07:28,dynamic,philosopher,pause,rose+peach,fatigue,the world still soft,0.41
449,00:07:29,dynamic,child,smile,marble+ash,discomfort,duty without love,0.8
450,00:07:30,static,painter,gesture,gold+coral,awe,eternal joy,0.3
451,00:07:31,dynamic,philosopher,stare,white+emerald,tension,eyeing invisible lines,0.9
452,00:07:32,dynamic,philosopher,step,sepia+black,despair,time isn’t yours,0.81
453,00:07:33,dynamic,mother,wait,blue+grey,hope,truth in disguise,0.42
454,00:07:34,dynamic,aristocrat,step,red+charcoal,tension,eyeing invisible lines,0.35
455,00:07:35,dynamic,gardener,reach,lavender+ivory,contempt,truth in disguise,0.11
456,00:07:36,static,soldier,reach,blue+grey,awe,the world still soft,0.05
457,00:07:37,static,gardener,laugh,yellow+cream,serenity,pretending to care,0.92
458,00:07:38,dynamic,waitress,glance,sepia+black,resentment,waiting for permission,0.81
459,00:07:39,static,soldier,dance,red+charcoal,tenderness,caressing the ordinary,0.47
460,00:07:40,static,mechanic,pause,white+emerald,tenderness,pretending to care,0.19
461,00:07:41,dynamic,mother,glance,teal+ochre,discomfort,eternal joy,0.64
462,00:07:42,dynamic,soldier,pause,copper+sky,discomfort,bound by rules,0.59
463,00:07:43,dynamic,mother,wait,sepia+black,contempt,beauty hiding decay,0.25
464,00:07:44,dynamic,aristocrat,smile,lavender+ivory,melancholy,duty without love,0.49
465,00:07:45,static,gardener,nod,blue+grey,awe,duty without love,0.52
466,00:07:46,static,servant,laugh,rose+peach,resentment,pretending to care,0.72
467,00:07:47,dynamic,gardener,reach,marble+ash,love,waiting for permission,0.56
468,00:07:48,static,bather,pause,copper+sky,bliss,spinning under sunlight,0.72
469,00:07:49,static,painter,laugh,gray+navy,tenderness,waiting for permission,0.62
470,00:07:50,dynamic,mechanic,nod,indigo+bronze,love,eyeing invisible lines,1.0
471,00:07:51,static,soldier,sigh,yellow+cream,contempt,the world still soft,0.5
472,00:07:52,static,waitress,step,blue+grey,resentment,truth in disguise,0.09
473,00:07:53,dynamic,hunter,dance,gold+coral,discomfort,waiting for permission,0.03
474,00:07:54,dynamic,soldier,wait,red+charcoal,awe,time isn’t yours,0.73
475,00:07:55,dynamic,child,wait,indigo+bronze,tenderness,truth in disguise,0.61
476,00:07:56,static,gardener,nod,marble+ash,awe,duty without love,0.2
477,00:07:57,dynamic,hunter,stare,sepia+black,fatigue,waiting for permission,0.17
478,00:07:58,static,painter,step,copper+sky,restlessness,pretending to care,0.36
479,00:07:59,static,bather,laugh,red+charcoal,serenity,duty without love,0.86
480,00:08:00,static,lover,collapse,indigo+bronze,tension,serving without being seen,0.82
481,00:08:01,dynamic,child,step,gray+navy,love,caught in breathless grace,0.7
482,00:08:02,dynamic,servant,wait,indigo+bronze,tenderness,beauty hiding decay,0.23
483,00:08:03,dynamic,painter,nod,teal+ochre,despair,truth in disguise,0.87
484,00:08:04,dynamic,bather,gesture,blue+grey,bliss,spinning under sunlight,0.76
485,00:08:05,static,bather,glance,indigo+bronze,tension,duty without love,0.52
486,00:08:06,dynamic,dancer,turn,blue+grey,discomfort,time isn’t yours,0.39
487,00:08:07,static,lover,smile,red+charcoal,melancholy,eternal joy,0.73
488,00:08:08,dynamic,philosopher,nod,yellow+cream,tension,time isn’t yours,0.07
489,00:08:09,dynamic,servant,pause,white+emerald,melancholy,duty without love,0.5
490,00:08:10,static,philosopher,pause,marble+ash,awe,caught in breathless grace,0.75
491,00:08:11,dynamic,soldier,reach,pink+white,discomfort,serving without being seen,0.35
492,00:08:12,dynamic,child,dance,teal+ochre,bliss,performing charm,0.28
493,00:08:13,dynamic,hunter,sigh,yellow+cream,love,truth in disguise,0.99
494,00:08:14,static,dancer,smile,copper+sky,fatigue,the world still soft,0.97
495,00:08:15,static,mother,collapse,teal+ochre,bliss,bound by rules,0.71
496,00:08:16,dynamic,bather,turn,blue+grey,restlessness,duty without love,0.78
497,00:08:17,static,philosopher,step,gold+coral,despair,caressing the ordinary,0.23
498,00:08:18,dynamic,servant,turn,indigo+bronze,fatigue,duty without love,0.72
499,00:08:19,static,gardener,smile,gold+coral,hope,spinning under sunlight,0.97
